symbol,sex,statistic_diet,p.adj_diet,statistic_treatment_FOSGOS,p.adj_treatment_FOSGOS,statistic_treatment_1472,p.adj_treatment_1472,restoration_FOSGOS,restoration_1472
Supt5,F,-0.938524313,0.387,0.173903261,0.867,2.467108291,0.1,not restored,not restored
Supt5,M,0.168564815,0.87,1.196123093,0.684,1.302439891,0.684,not restored,not restored
Supt6,F,-1.267158718,0.254,0.589135119,1,1.397673088,0.582,not restored,not restored
Supt6,M,0.443643428,0.674,-0.153526408,1,0.752996184,1,not restored,not restored
Supt7l,F,-0.043125314,0.967,1.564237565,0.345,1.731536693,0.345,not restored,not restored
Supt7l,M,1.061175347,0.314,0.029387936,0.977,-1.342881114,0.477,not restored,not restored
Supv3l1,F,1.751781747,0.115,0.432481597,1,0.877992873,1,not restored,not restored
Supv3l1,M,-0.702056918,0.503,-0.216637263,0.834,1.239765166,0.498,not restored,not restored
Surf1,F,-0.235769685,0.821,-0.054244997,1,0.371818862,1,not restored,not restored
Surf1,M,1.010309022,0.342,-0.341634358,1,0.59117122,1,not restored,not restored
Surf2,F,-1.66059173,0.144,0.075405376,0.941,3.3999611,0.027,not restored,not restored
Surf2,M,0.5386473,0.605,-0.937874,0.891,-0.220275147,0.891,not restored,not restored
Surf4,F,0.967556419,0.368,0.147084236,1,0.899936627,1,not restored,not restored
Surf4,M,-0.763854361,0.471,0.844094377,1,-0.087407217,1,not restored,not restored
Surf6,F,-1.692792035,0.142,-0.557954591,0.954,0.742649355,0.954,not restored,not restored
Surf6,M,0.223404815,0.828,-0.265523019,1,0.04645654,1,not restored,not restored
Susd1,F,0.360855008,0.729,0.977459178,1,0.178771127,1,not restored,not restored
Susd1,M,-0.618395637,0.556,-0.028466143,1,0.180651529,1,not restored,not restored
Susd2,F,0.562828929,0.587,-0.615428596,0.826,-1.499233857,0.507,not restored,not restored
Susd2,M,0.625012424,0.552,-0.267409513,1,0.16282035,1,not restored,not restored
Susd3,F,1.992226135,0.075,-1.524194217,0.399,-1.692859856,0.399,not restored,not restored
Susd3,M,1.434334835,0.183,1.514451795,0.498,1.135285447,0.572,not restored,not restored
Susd4,F,-0.897607723,0.408,1.118813039,0.602,2.200942211,0.173,not restored,not restored
Susd4,M,0.829926079,0.43,-0.117760728,0.91,1.650500116,0.262,not restored,not restored
Susd5,F,1.862406296,0.092,0.074386985,1,-0.618530263,1,not restored,not restored
Susd5,M,-0.603019854,0.563,0.690981326,1,0.516530519,1,not restored,not restored
Susd6,F,0.871313368,0.406,1.030844363,0.987,0.644399495,1,not restored,not restored
Susd6,M,0.311967003,0.763,-0.474097188,1,-0.302525448,1,not restored,not restored
Suv39h1,F,0.098829475,0.923,0.187415263,0.921,1.080212464,0.921,not restored,not restored
Suv39h1,M,0.533848791,0.605,1.272850024,0.759,0.419078679,1,not restored,not restored
Suv39h2,F,0.717272297,0.493,-0.648029953,1,-0.0288675,1,not restored,not restored
Suv39h2,M,-0.892415961,0.402,0.466254526,1,-0.258016765,1,not restored,not restored
Suz12,F,1.71016735,0.145,-0.376950418,1,0.562664246,1,not restored,not restored
Suz12,M,-0.246015995,0.815,-0.356825758,1,-0.602006295,1,not restored,not restored
Sv2a,F,-0.425650317,0.683,0.05210359,1,0.837345658,1,not restored,not restored
Sv2a,M,1.18492158,0.282,0.220965668,1,0.515707761,1,not restored,not restored
Sv2b,F,1.574864449,0.155,-0.980349892,0.724,0.770092962,0.724,not restored,not restored
Sv2b,M,-0.248227264,0.81,0.265936608,1,0.300483666,1,not restored,not restored
Sv2c,F,1.517809937,0.16,0.492161991,0.672,1.307589466,0.672,not restored,not restored
Sv2c,M,0.194213486,0.853,0.120132553,1,-0.503634123,1,not restored,not restored
Svbp,F,-0.095437946,0.927,0.916491644,0.912,0.009482641,0.993,not restored,not restored
Svbp,M,0.714387205,0.493,1.963937254,0.24,1.199735973,0.524,not restored,not restored
Svep1,F,2.189061184,0.054,-2.765665379,0.082,-0.775983211,0.458,not restored,not restored
Svep1,M,1.277703078,0.233,-0.204769262,0.843,-1.751271425,0.333,not restored,not restored
Svil,F,2.017111361,0.072,0.250136718,0.921,-0.789952067,0.921,not restored,not restored
Svil,M,1.156412012,0.278,-0.828519927,1,-0.943577255,1,not restored,not restored
Svip,F,1.794652745,0.132,-1.069193535,0.978,-0.861727255,0.978,not restored,not restored
Svip,M,-1.111911575,0.314,-0.13353729,1,-0.615549085,1,not restored,not restored
Svop,F,-0.87514983,0.419,0.85866109,0.836,1.981002087,0.236,not restored,not restored
Svop,M,1.186111094,0.279,0.695495036,1,1.027111707,0.987,not restored,not restored
Svopl,F,1.622228125,0.137,-0.774756507,1,-0.57626809,1,not restored,not restored
Svopl,M,0.255581515,0.803,-1.37572751,0.615,-0.590812562,0.802,not restored,not restored
Swap70,F,0.442112856,0.671,0.264600447,1,0.005987899,1,not restored,not restored
Swap70,M,-1.528627924,0.158,0.571449912,1,-0.5380373,1,not restored,not restored
Swi5,F,-1.104988391,0.31,2.155798272,0.186,0.376166425,0.715,not restored,not restored
Swi5,M,1.228671956,0.263,-0.915155076,0.782,0.678843563,0.782,not restored,not restored
Swsap1,F,0.145924473,0.887,-0.908856294,0.784,0.530477408,0.784,not restored,not restored
Swsap1,M,2.022744226,0.073,-1.995071571,0.291,-0.687887666,0.874,not restored,not restored
Swt1,F,1.02185752,0.337,-0.31278627,1,-0.350371116,1,not restored,not restored
Swt1,M,-1.076648318,0.314,-0.389838201,1,-0.875622497,1,not restored,not restored
Syap1,F,1.395132368,0.217,0.484754732,1,1.479427886,0.564,not restored,not restored
Syap1,M,-0.658435148,0.535,-0.056840982,1,-0.12347413,1,not restored,not restored
Sybu,F,1.791936284,0.124,0.496297772,1,0.437443196,1,not restored,not restored
Sybu,M,-1.196282744,0.277,0.314858275,1,-0.266753269,1,not restored,not restored
Syce2,F,-1.649508277,0.136,-0.257682527,0.806,1.354953158,0.681,not restored,not restored
Syce2,M,0.366526133,0.722,0.371069069,1,-0.364582342,1,not restored,not restored
Sycp2,F,1.414578899,0.193,-0.967483517,1,-0.977275987,1,not restored,not restored
Sycp2,M,-0.507823771,0.629,0.111137958,1,-0.45023259,1,not restored,not restored
Sycp3,F,0.265630716,0.798,-0.799181374,0.445,2.148361958,0.119,not restored,not restored
Sycp3,M,-0.490623276,0.636,-0.905129633,1,-0.755150579,1,not restored,not restored
Syde1,F,-2.035883415,0.075,-1.25483738,0.478,0.78290215,0.478,not restored,not restored
Syde1,M,0.671455942,0.53,-0.154577616,1,0.210100558,1,not restored,not restored
Syde2,F,2.354729563,0.04,-0.25073245,0.808,-1.443261973,0.381,not restored,not restored
Syde2,M,0.072699758,0.944,0.117958027,1,-0.410774498,1,not restored,not restored
Syf2,F,0.277655416,0.79,0.285269956,0.782,1.743619114,0.339,not restored,not restored
Syf2,M,0.900441215,0.402,0.645049502,0.533,1.724480594,0.351,not restored,not restored
Syk,F,1.496114832,0.181,0.188863989,1,0.173498855,1,not restored,not restored
Syk,M,-0.075297401,0.942,-0.050489212,1,0.437586854,1,not restored,not restored
Sympk,F,-0.254890632,0.807,-0.379372065,0.72,1.237246329,0.72,not restored,not restored
Sympk,M,1.341243058,0.231,-0.279544136,1,0.428475652,1,not restored,not restored
Syn1,F,2.550487565,0.031,-1.638499153,0.278,1.088667907,0.306,not restored,not restored
Syn1,M,1.561724951,0.15,-0.409438545,1,-0.241415032,1,not restored,not restored
Syn2,F,2.417364678,0.057,0.694632701,1,1.805164646,0.342,not restored,not restored
Syn2,M,-1.154137097,0.289,1.308337551,0.663,0.842228587,0.844,not restored,not restored
Syn3,F,1.199634375,0.266,-0.782025382,0.914,-1.240595599,0.732,not restored,not restored
Syn3,M,1.603343263,0.143,0.086681552,1,-0.749246533,1,not restored,not restored
Syna,F,-0.647768349,0.535,1.361698764,0.406,-0.475553884,0.645,not restored,not restored
Syna,M,1.115731961,0.291,-0.80566289,0.874,0.826686673,0.874,not restored,not restored
Sync,F,0.906366295,0.386,1.168921297,0.831,0.067463444,0.948,not restored,not restored
Sync,M,-0.366060375,0.723,0.494371253,1,-0.204899841,1,not restored,not restored
Syncrip,F,1.661085184,0.148,-0.635657318,1,0.337190745,1,not restored,not restored
Syncrip,M,-1.241634814,0.266,0.23463471,1,-0.386548033,1,not restored,not restored
Syndig1,F,1.47234158,0.187,-1.36859222,0.432,-1.736540436,0.396,not restored,not restored
Syndig1,M,-0.799685136,0.445,0.46385384,0.656,1.334878412,0.645,not restored,not restored
Syndig1l,F,-0.788907569,0.452,0.303508138,0.768,1.384933291,0.642,not restored,not restored
Syndig1l,M,0.296758045,0.777,0.25463845,1,0.813488425,1,not restored,not restored
Syne1,F,1.37683999,0.199,0.075473934,1,-0.550741063,1,not restored,not restored
Syne1,M,1.766685458,0.118,-0.410100353,0.694,-3.741081307,0.012,not restored,not restored
Syne2,F,2.275611694,0.047,-1.013258134,1,-0.52031675,1,not restored,not restored
Syne2,M,0.843285835,0.419,-0.37935937,1,-0.244643801,1,not restored,not restored
Syne3,F,1.901482207,0.093,-3.672657438,0.015,-3.311714515,0.017,not restored,not restored
Syne3,M,-0.216684088,0.833,1.412941843,0.564,0.073483019,0.943,not restored,not restored
Syne4,F,-1.404893682,0.214,2.312652305,0.143,0.731525782,0.826,not restored,not restored
Syne4,M,-0.38774739,0.71,0.589826591,0.57,1.570209909,0.483,not restored,not restored
Syngap1,F,-0.494662538,0.64,-0.199428861,1,0.502093526,1,not restored,not restored
Syngap1,M,0.934587911,0.386,-0.489575158,1,0.186867623,1,not restored,not restored
Syngr1,F,-0.637545249,0.547,-0.007142891,0.994,1.185644226,0.801,not restored,not restored
Syngr1,M,1.436922303,0.2,0.206510125,1,0.826392559,1,not restored,not restored
Syngr2,F,0.707998849,0.5,-1.043124839,0.855,-1.142416703,0.855,not restored,not restored
Syngr2,M,1.762361974,0.113,-0.323135707,1,-0.211019086,1,not restored,not restored
Syngr3,F,-0.087458963,0.934,0.15397879,1,-1.00110246,1,not restored,not restored
Syngr3,M,1.442154084,0.202,-0.013672846,1,0.454729688,1,not restored,not restored
Synj1,F,1.628393504,0.159,-0.30659681,1,0.831173286,1,not restored,not restored
Synj1,M,-0.407544613,0.698,0.151585654,1,-0.33856681,1,not restored,not restored
Synj2,F,2.535542076,0.032,-2.063629084,0.232,-1.440875706,0.366,not restored,not restored
Synj2,M,0.636841296,0.542,0.236034183,1,0.18695559,1,not restored,not restored
Synj2bp,F,1.724779333,0.131,0.091352691,0.929,-1.811389116,0.226,not restored,not restored
Synj2bp,M,-0.023116684,0.982,-0.419504181,0.687,-1.314107647,0.663,not restored,not restored
Synm,F,0.528506342,0.611,0.082847755,1,0.657038841,1,not restored,not restored
Synm,M,0.216719332,0.834,0.09803043,1,-0.139962391,1,not restored,not restored
Synpo,F,-0.067194616,0.948,-0.126827688,0.902,1.734475141,0.25,not restored,not restored
Synpo,M,0.425744034,0.685,0.442586461,1,0.910297303,1,not restored,not restored
Synpo2,F,0.620026783,0.549,-1.419796413,0.528,0.325130081,0.753,not restored,not restored
Synpo2,M,0.005573888,0.996,0.278180713,1,0.513713945,1,not restored,not restored
Synpo2l,F,-0.306881347,0.765,-0.030237617,1,0.695809068,1,not restored,not restored
Synpo2l,M,-0.028024631,0.978,0.533065431,1,-0.103193178,1,not restored,not restored
Synpr,F,2.690255292,0.04,1.780414541,0.318,0.485421243,0.641,not restored,not restored
Synpr,M,-1.563386609,0.174,0.605679218,1,-0.18036033,1,not restored,not restored
Synrg,F,1.436399051,0.184,0.207316436,1,-0.155300966,1,not restored,not restored
Synrg,M,0.279405839,0.79,0.156225953,0.88,-1.20726809,0.51,not restored,not restored
Syp,F,-1.083586625,0.324,0.005145032,0.996,1.325320251,0.669,not restored,not restored
Syp,M,1.067976103,0.332,-0.429911696,1,0.655854397,1,not restored,not restored
Sypl,F,1.446826734,0.198,-0.096285212,0.925,1.232137061,0.765,not restored,not restored
Sypl,M,-0.638562912,0.549,0.556560531,1,0.010335175,1,not restored,not restored
Sypl2,F,1.342176738,0.21,-0.224948591,0.827,-1.154116497,0.825,not restored,not restored
Sypl2,M,0.157287501,0.879,-0.646229823,0.616,-2.050142258,0.22,not restored,not restored
Sys1,F,0.078331493,0.94,-0.174681901,1,0.705935563,1,not restored,not restored
Sys1,M,1.428558765,0.184,1.673508247,0.387,1.342061565,0.444,not restored,not restored
Syt1,F,1.560625855,0.167,-0.329546716,0.751,1.254941191,0.714,not restored,not restored
Syt1,M,-0.663792879,0.531,-0.168004151,1,-0.375649583,1,not restored,not restored
Syt10,F,0.930434092,0.383,-0.721920248,1,-0.788176172,1,not restored,not restored
Syt10,M,0.641442818,0.538,-0.499720838,0.628,-2.35096009,0.123,not restored,not restored
Syt11,F,1.357449726,0.222,0.420212796,1,1.43674743,0.546,not restored,not restored
Syt11,M,0.448479136,0.667,0.47159566,1,0.180913282,1,not restored,not restored
Syt12,F,-0.203833352,0.843,-0.681012094,0.519,1.509622765,0.336,not restored,not restored
Syt12,M,0.692485484,0.507,1.107211404,0.9,0.886271681,0.9,not restored,not restored
Syt13,F,0.319336704,0.762,0.235690397,1,1.053808836,0.981,not restored,not restored
Syt13,M,1.866623719,0.098,1.116833373,0.879,0.879821636,0.879,not restored,not restored
Syt14,F,1.502764059,0.175,0.360295459,1,-0.369809801,1,not restored,not restored
Syt14,M,-0.598589731,0.571,-0.147041567,0.887,-1.333556057,0.555,not restored,not restored
Syt15,F,-0.950243662,0.367,0.60531272,1,0.930130317,1,not restored,not restored
Syt15,M,2.841005138,0.019,1.39889969,0.63,0.827011363,0.886,not restored,not restored
Syt16,F,2.020845252,0.083,0.445840369,1,0.557360004,1,not restored,not restored
Syt16,M,-0.885774015,0.411,0.950226723,1,-0.066422348,1,not restored,not restored
Syt17,F,2.445862437,0.042,-0.995699587,0.81,-1.183024043,0.81,not restored,not restored
Syt17,M,-0.064370472,0.951,-0.67450632,1,0.013850959,1,not restored,not restored
Syt2,F,-0.274808475,0.789,-1.03681369,0.648,0.509178617,0.648,not restored,not restored
Syt2,M,0.3400096,0.743,-1.238681834,0.492,0.163813277,0.874,not restored,not restored
Syt3,F,-1.019649115,0.345,0.639609027,1,1.218712403,0.762,not restored,not restored
Syt3,M,1.365331212,0.221,0.259352733,1,0.721918487,1,not restored,not restored
Syt4,F,1.614506156,0.164,-0.020370783,1,0.049249394,1,not restored,not restored
Syt4,M,-0.994584346,0.365,0.085776834,1,-0.238287012,1,not restored,not restored
Syt5,F,-1.110135032,0.315,2.082284784,0.192,1.492164211,0.334,not restored,not restored
Syt5,M,0.568702405,0.59,0.242172677,0.951,1.054843062,0.951,not restored,not restored
Syt6,F,2.006529695,0.084,0.283264615,0.783,1.466306564,0.561,not restored,not restored
Syt6,M,-1.416774405,0.205,0.467012373,1,-0.358025113,1,not restored,not restored
Syt7,F,-0.553457041,0.6,-1.051384939,0.654,1.03796195,0.654,not restored,not restored
Syt7,M,0.405506302,0.696,0.356619108,1,0.696924875,1,not restored,not restored
Syt9,F,1.144377777,0.281,-0.155517075,1,-0.028895302,1,not restored,not restored
Syt9,M,0.602588336,0.564,-0.51387676,1,-0.103306077,1,not restored,not restored
Sytl2,F,1.011275698,0.337,-0.629655197,0.764,0.926779337,0.764,not restored,not restored
Sytl2,M,-0.043019797,0.967,0.620632423,1,-0.40176442,1,not restored,not restored
Sytl3,F,-1.170952552,0.294,1.374722695,0.597,0.952657463,0.73,not restored,not restored
Sytl3,M,1.079215515,0.306,-0.639676563,1,-0.66884968,1,not restored,not restored
Sytl4,F,0.424664585,0.684,0.858065353,0.414,-1.385112585,0.392,not restored,not restored
Sytl4,M,-1.260630822,0.252,0.46448239,1,0.053097331,1,not restored,not restored
Sytl5,F,0.475663739,0.646,-0.259876689,1,-0.232099369,1,not restored,not restored
Sytl5,M,0.271182844,0.793,-1.472708873,0.39,-1.648607267,0.39,not restored,not restored
Syvn1,F,0.143050382,0.891,-0.060812558,0.953,2.026262944,0.211,not restored,not restored
Syvn1,M,0.561981814,0.589,0.231241083,1,0.398164546,1,not restored,not restored
Szrd1,F,-0.857554713,0.421,0.336311807,0.744,1.957266629,0.237,not restored,not restored
Szrd1,M,0.720421298,0.488,-0.710364811,0.684,1.009919555,0.684,not restored,not restored
Szt2,F,-0.934325868,0.375,0.219768724,0.831,1.114068191,0.684,not restored,not restored
Szt2,M,0.751254,0.479,0.598405796,1,-0.082305546,1,not restored,not restored
T2,F,1.089744835,0.302,-0.443586523,1,-0.971510523,1,not restored,not restored
T2,M,0.959808338,0.375,0.197029288,1,-0.034147329,1,not restored,not restored
Tab1,F,-0.482604152,0.642,0.723402902,0.99,1.330032109,0.639,not restored,not restored
Tab1,M,0.106924776,0.917,1.470468176,0.364,2.035319693,0.229,not restored,not restored
Tab2,F,0.75705719,0.47,0.795572439,0.89,1.54967562,0.474,not restored,not restored
Tab2,M,-1.027814498,0.348,0.507096884,1,-0.449144832,1,not restored,not restored
Tab3,F,1.533785447,0.176,0.060780393,1,-0.035061873,1,not restored,not restored
Tab3,M,-0.76842097,0.464,-0.971481571,0.774,-1.208054705,0.774,not restored,not restored
Tac1,F,0.970178767,0.369,1.006913349,0.676,1.844513553,0.321,not restored,not restored
Tac1,M,-1.485832098,0.178,0.855517612,1,0.158773935,1,not restored,not restored
Tac2,F,0.502883484,0.626,1.695434482,0.372,0.353342865,0.731,not restored,not restored
Tac2,M,2.290375845,0.048,-0.928346667,1,-0.210714648,1,not restored,not restored
Tacc1,F,1.533640358,0.158,-0.394637675,1,0.496847876,1,not restored,not restored
Tacc1,M,-0.18086181,0.863,0.317925523,0.757,-1.484928261,0.34,not restored,not restored
Tacc2,F,0.149159441,0.887,-1.615712656,0.39,0.258065092,0.802,not restored,not restored
Tacc2,M,1.316626236,0.238,-2.200873551,0.125,0.462293388,0.654,not restored,not restored
Tacc3,F,-1.134882921,0.283,0.234267077,0.821,2.36848035,0.12,not restored,not restored
Tacc3,M,0.793135731,0.446,0.688118975,1,0.477373041,1,not restored,not restored
Taco1,F,1.051080869,0.324,-1.923751783,0.186,-2.320569811,0.135,not restored,not restored
Taco1,M,-0.397097521,0.702,-0.403859836,1,0.603657065,1,not restored,not restored
Tacr1,F,1.688087447,0.124,-0.383463746,1,0.53776043,1,not restored,not restored
Tacr1,M,0.151528166,0.883,-1.420579138,0.585,-0.712174071,0.984,not restored,not restored
Tacr3,F,1.382789013,0.215,-0.100323227,1,-0.496248108,1,not restored,not restored
Tacr3,M,-0.556251046,0.599,-1.034787407,0.987,-0.955156322,0.987,not restored,not restored
Tacstd2,F,1.240546111,0.243,-0.872194154,1,-0.683213828,1,not restored,not restored
Tacstd2,M,-0.086445883,0.933,-0.770065683,1,-0.373531374,1,not restored,not restored
Tada1,F,1.972915948,0.082,0.115465195,1,-0.200372582,1,not restored,not restored
Tada1,M,-0.875461637,0.419,0.484763103,1,-0.442539671,1,not restored,not restored
Tada2a,F,-0.525149397,0.612,-0.109607644,1,-0.445493474,1,not restored,not restored
Tada2a,M,0.583146702,0.578,-1.562215588,0.334,-0.224342372,0.828,not restored,not restored
Tada2b,F,-0.484015246,0.64,-0.174970288,0.865,1.090521298,0.669,not restored,not restored
Tada2b,M,0.37309592,0.723,0.71463539,1,0.987155656,1,not restored,not restored
Tada3,F,-0.605229501,0.57,-1.933625862,0.25,-0.041129192,0.968,not restored,not restored
Tada3,M,1.415528734,0.212,-0.106718208,1,0.57143706,1,not restored,not restored
Taf1,F,2.146746207,0.066,-0.577070999,1,-0.326662099,1,not restored,not restored
Taf1,M,-0.225914453,0.828,-0.877009078,1,-0.930123626,1,not restored,not restored
Taf10,F,0.15313116,0.883,-0.276479857,1,0.673257662,1,not restored,not restored
Taf10,M,0.414095754,0.688,-0.138220166,1,0.160239174,1,not restored,not restored
Taf11,F,0.40266693,0.7,1.106623502,0.915,0.790146927,0.915,not restored,not restored
Taf11,M,-0.387693825,0.707,0.929402824,0.813,1.199653832,0.813,not restored,not restored
Taf12,F,-0.469295713,0.65,-0.065528815,1,0.627474968,1,not restored,not restored
Taf12,M,-3.018552781,0.016,0.344204123,1,0.499247794,1,not restored,not restored
Taf13,F,2.003815473,0.082,0.288785609,1,0.983433033,1,not restored,not restored
Taf13,M,-1.238139569,0.256,-0.82472606,1,-0.037997506,1,not restored,not restored
Taf15,F,-0.989971909,0.359,1.111770012,0.879,1.034427988,0.879,not restored,not restored
Taf15,M,0.626830244,0.551,-0.604450971,0.816,0.864187766,0.816,not restored,not restored
Taf1a,F,1.052225661,0.32,-0.299556513,0.771,-2.783416396,0.086,not restored,not restored
Taf1a,M,0.512277997,0.626,-1.622705988,0.363,-1.815873225,0.363,not restored,not restored
Taf1b,F,1.96585546,0.079,-0.402895906,1,-0.047216849,1,not restored,not restored
Taf1b,M,-0.631510548,0.546,0.45463811,1,-0.341109522,1,not restored,not restored
Taf1c,F,-1.435154847,0.202,-0.623345512,0.549,1.362187401,0.406,not restored,not restored
Taf1c,M,0.79565494,0.449,-0.057589362,1,0.458602599,1,not restored,not restored
Taf1d,F,1.245273264,0.259,-0.629042126,0.544,1.189304957,0.542,not restored,not restored
Taf1d,M,-1.382212214,0.209,0.549869485,1,-0.084041916,1,not restored,not restored
Taf2,F,1.851929283,0.116,0.00513893,1,0.41126244,1,not restored,not restored
Taf2,M,-0.57189015,0.592,0.014490276,1,-0.568938159,1,not restored,not restored
Taf3,F,-0.958770779,0.361,1.519233771,0.483,0.963684852,0.72,not restored,not restored
Taf3,M,-0.582323858,0.574,-0.314716207,1,0.222849912,1,not restored,not restored
Taf4,F,0.337002592,0.744,0.251731888,1,0.776336202,1,not restored,not restored
Taf4,M,0.335697018,0.744,-1.198002084,0.526,-1.606593312,0.417,not restored,not restored
Taf4b,F,-0.811158402,0.446,1.275793575,0.464,2.872536465,0.05,not restored,not restored
Taf4b,M,-0.376836171,0.714,0.803549253,0.44,-1.408176445,0.38,not restored,not restored
Taf5,F,2.098732309,0.066,-1.792149634,0.33,-1.455771167,0.354,not restored,not restored
Taf5,M,0.14169103,0.891,0.40356894,1,-0.474963954,1,not restored,not restored
Taf5l,F,-0.397653687,0.699,1.173633842,0.573,1.483066919,0.573,not restored,not restored
Taf5l,M,0.61135397,0.555,1.30094993,0.525,1.483204673,0.525,not restored,not restored
Taf6,F,-0.778755056,0.462,0.809901946,0.874,-0.432562503,0.874,not restored,not restored
Taf6,M,0.686194875,0.523,-1.054356464,0.658,0.949783123,0.658,not restored,not restored
Taf6l,F,1.025753367,0.333,-1.390021854,0.591,-1.125761175,0.591,not restored,not restored
Taf6l,M,0.137963002,0.895,1.259454042,0.711,1.144335591,0.711,not restored,not restored
Taf7,F,1.411842855,0.202,-1.484130581,0.561,-0.556334074,0.908,not restored,not restored
Taf7,M,-1.258500174,0.244,-0.19668337,1,0.116091666,1,not restored,not restored
Taf7l,F,-0.44552812,0.666,2.297447727,0.094,2.632868557,0.075,not restored,not restored
Taf7l,M,-0.431894171,0.675,0.979093132,1,0.906698742,1,not restored,not restored
Taf8,F,-0.678743499,0.516,-0.366793515,0.724,-1.284825498,0.501,not restored,not restored
Taf8,M,0.428266358,0.683,0.423177774,1,0.99825134,1,not restored,not restored
Taf9,F,2.554094315,0.032,-0.820284349,0.862,0.49878192,0.862,not restored,not restored
Taf9,M,-0.025657692,0.98,0.409851713,1,-0.083686351,1,not restored,not restored
Taf9b,F,1.389850361,0.205,1.501678102,0.546,0.6953308,0.546,not restored,not restored
Taf9b,M,-0.967915599,0.369,-0.572041113,1,-0.1223056,1,not restored,not restored
Tafa1,F,0.227069732,0.827,1.31971496,0.648,1.162474894,0.648,not restored,not restored
Tafa1,M,-0.319928544,0.761,-0.155644909,1,-0.279854507,1,not restored,not restored
Tafa2,F,1.7379243,0.118,0.244377692,1,0.036910936,1,not restored,not restored
Tafa2,M,-0.914578464,0.395,1.332818774,0.642,0.550624565,1,not restored,not restored
Tafa4,F,1.06715656,0.312,-1.301065014,0.561,0.210632797,0.838,not restored,not restored
Tafa4,M,0.064983418,0.95,0.299120152,1,0.643161218,1,not restored,not restored
Tafa5,F,0.561777408,0.592,-0.583116433,0.654,1.351336335,0.654,not restored,not restored
Tafa5,M,2.730322201,0.035,0.032757532,0.975,1.083944549,0.651,not restored,not restored
Tafazzin,F,0.787879315,0.449,-1.031100451,0.987,-0.804738992,0.987,not restored,not restored
Tafazzin,M,1.894360507,0.108,-0.648688815,1,-0.906141112,1,not restored,not restored
Tagap,F,1.385678874,0.204,-0.678543574,0.538,-2.664901679,0.096,not restored,not restored
Tagap,M,-0.639225508,0.543,-0.606819644,1,-0.340255121,1,not restored,not restored
Tagap1,F,2.028985672,0.09,-0.762727728,1,-0.454958954,1,not restored,not restored
Tagap1,M,-0.369383192,0.724,-0.127555092,1,-0.67444684,1,not restored,not restored
Tagln,F,-1.986166756,0.084,-1.137210639,0.296,2.685025994,0.069,not restored,not restored
Tagln,M,-0.043558314,0.966,0.701868639,0.818,1.246390497,0.723,not restored,not restored
Tagln2,F,-1.107240303,0.294,-0.565100189,1,-0.988102598,1,not restored,not restored
Tagln2,M,-0.351214969,0.733,0.606017257,1,0.186971909,1,not restored,not restored
Tagln3,F,-0.752711216,0.485,2.002474562,0.252,1.501525363,0.34,not restored,not restored
Tagln3,M,1.265002678,0.259,-0.611198635,1,0.601329094,1,not restored,not restored
Tal1,F,1.181295828,0.268,-1.035613274,0.978,-0.13219974,0.978,not restored,not restored
Tal1,M,0.311967469,0.762,-0.085382483,1,-0.426998202,1,not restored,not restored
Tal2,F,-1.454997548,0.188,1.875736508,0.188,2.305166901,0.135,not restored,not restored
Tal2,M,-1.853776415,0.097,1.964664858,0.242,1.403773256,0.382,not restored,not restored
Taldo1,F,1.885163256,0.089,-0.421370669,1,0.210801016,1,not restored,not restored
Taldo1,M,0.50959201,0.622,0.829960894,1,0.984829356,1,not restored,not restored
Tamalin,F,-1.059784745,0.326,0.337776278,0.743,1.425891164,0.594,not restored,not restored
Tamalin,M,0.954022698,0.381,0.003026721,1,0.386545259,1,not restored,not restored
Tamm41,F,1.50147641,0.177,0.243020103,0.83,1.808877572,0.33,not restored,not restored
Tamm41,M,-0.271547908,0.793,-1.611655489,0.414,0.452606094,0.665,not restored,not restored
Tanc1,F,0.874890619,0.402,-1.601788223,0.465,-0.630290733,0.572,not restored,not restored
Tanc1,M,-0.893544384,0.398,0.505155663,1,0.205655147,1,not restored,not restored
Tanc2,F,2.227276721,0.053,0.273789873,1,-0.004180847,1,not restored,not restored
Tanc2,M,0.409788806,0.691,0.749419495,0.472,-1.975478034,0.159,not restored,not restored
Tango2,F,0.177654464,0.864,0.568957799,1,0.264209338,1,not restored,not restored
Tango2,M,1.427858965,0.186,-0.355790039,0.987,0.748160532,0.987,not restored,not restored
Tango6,F,0.737931469,0.478,-1.045363651,0.642,-1.471495206,0.531,not restored,not restored
Tango6,M,0.800409758,0.443,1.267766602,0.588,0.339784842,0.744,not restored,not restored
Tank,F,1.232479059,0.258,0.339128233,1,-0.542162028,1,not restored,not restored
Tank,M,-0.454917843,0.666,-0.503288043,1,-0.598379599,1,not restored,not restored
Taok1,F,2.194351467,0.066,-0.166805343,1,0.649175929,1,not restored,not restored
Taok1,M,-0.437058028,0.679,0.158600522,1,-0.558150633,1,not restored,not restored
Taok2,F,-0.909705365,0.399,-0.468122393,1,-0.102536711,1,not restored,not restored
Taok2,M,0.878269285,0.418,-0.360982503,1,0.58279067,1,not restored,not restored
Taok3,F,-0.703451731,0.508,0.639618113,1,1.538062567,0.48,not restored,not restored
Taok3,M,0.166985555,0.872,-1.105726629,0.912,-0.070316725,0.966,not restored,not restored
Tap1,F,0.130393108,0.901,0.534637116,1,1.050910232,0.981,not restored,not restored
