Name,Cage/Litter,Mouse_ID,Cohort,Sex,Diet,Treatment,Age,BW(g),FirstMealSize,LatencyFirstMeal,EatingRate,AverageMealSize(g),AverageMealDuration(g),NumberMeals,TotalIntake(g),IntervalBtwMeals(min),LocomotorActivity(12h),CentreTime%,CentreDistance%,DistanceThigmotaxis(10%),DistanceThigmotaxis(20%),TimeThigmotaxis(10%),TimeThigmotaxis(20%),Rearing_ExternalZone10%,Rearing_ExternalZone20%,Rears(12h),Rearing_Centre,FaecalPellets,Basal_Glucose,IpGTT_0min,IpGTT_15min,IpGTT_30min,IpGTT_60min,IpGTT_90min,IpGTT_120min,AUC_crude,AUC_vs_basal,AUC%,SPT_Ratio,SPT_Ratio_OD,SPT_Ratio_ON,SPT_PreferenceScore,SPT_PreferenceScore_Percentage,SPT_PreferenceScore_OD,SPT_PreferenceScore_ON,SPT_CumulativeDrinkIntake_Water,SPT_CumulativeDrinkIntake_Saccharin,SPT_CumulativeDrinkIntake_Water_OD,SPT_CumulativeDrinkIntake_Saccharin_OD,SPT_CumulativeDrinkIntake_Water_ON,SPT_CumulativeDrinkIntake_Saccharin_ON,SPT_TotalCumulative_WaterDiet_0h,SPT_TotalCumulative_WaterDiet_12h,SPT_TotalCumulative_WaterDiet_24h,SPT_TotalCumulative_WaterDiet_36h,SPT_TotalCumulative_WaterDiet_48h,SPT_TotalCumulative_SaccharinDiet_0h,SPT_TotalCumulative_SaccharinDiet_12h,SPT_TotalCumulative_SaccharinDiet_24h,SPT_TotalCumulative_SaccharinDiet_36h,SPT_TotalCumulative_SaccharinDiet_48h,FPT_PreferenceScore,FPT_PreferenceScore%,FPT_PreferenceScore_OD,FPT_PreferenceScore%_OD,FPT_PreferenceScore_ON,FPT_PreferenceScore%_ON,FPT_TotalCumulative_CTDiet,FPT_TotalCumulative_HFHSDiet,FPT_TotalCumulative_CTDiet_OD,FPT_TotalCumulative_HFHS_OD,FPT_TotalCumulative_CTDiet_ON,FPT_TotalCumulative_HFHSDiet_ON,FPT_TotalCumulative_HFHSDiet_ON_divided_OD,FPT_TotalCumulative_CTDiet_0h,FPT_TotalCumulative_CTDiet_12h,FPT_TotalCumulative_CTDiet_24h,FPT_TotalCumulative_CTDiet_36h,FPT_TotalCumulative_CTDiet_48h,FPT_TotalCumulative_HFHSDiet_0h,FPT_TotalCumulative_HFHSDiet_12h,FPT_TotalCumulative_HFHSDiet_24h,FPT_TotalCumulative_HFHSDiet_36h,FPT_TotalCumulative_HFHSDiet_48h
HFHS_FOS+GOS_C2_L128_P239_M,128,239,2,M,HFHS,FOS+GOS,PND70,28.3,0.3,23.85,0.48,0.3,10.29,10,3.44,563.93,15480.1,2.7,36.6,21,63.5,66.2,97.4,1241,2426,2380,321,23,7.2,7.2,20.3,16.1,10.5,8,7.3,1385,12521,19240,,,3.11111111,0.85,85,0.965517241,0.756756757,5,,0.5,,4.5,14,0,3.5,3.5,4.5,5,0,5,,,,0.98,97.54,0.97,97.368421,0.98,97.619048,0.3,11.9,0.1,3.7,0.2,8.2,221.6216216,0,0.2,0.3,0.3,0.3,0,4.1,6.5,10.6,11.9
HFHS_FOS+GOS_C2_L128_P239_M,128,241,2,M,HFHS,FOS+GOS,PND70,27.1,3.74,0.68,0.74,0.82,18.44,8,6.86,457.28,14246.2,2.6,28.5,29.9,71.5,76.6,97.5,911,1386,1293,265,28,8.4,8.4,17.9,14,11.7,8.3,7.9,1365,12357,16250,3,3,3,0.75,75,0.75,0.75,3,9,0.5,1.5,2.5,7.5,0,2,2,2.5,3,0,4.5,5,8,9,0.99,99.49,0.97,96.774194,1,99.722222,0.2,38.9,0.1,3,0.1,35.9,1196.666667,0,0.1,0.2,0.2,0.2,0,18.2,21.2,38.9,38.9
HFHS_FOS+GOS_C2_L128_P239_M,128,243,2,M,HFHS,FOS+GOS,PND70,26.2,0.84,1.28,0.47,0.57,20.01,7,4.8,439.72,16138.7,2.6,27.4,30.9,72.6,68.5,97.4,1411,1862,1903,306,20,7.8,7.8,21.3,15.5,10.1,9,8.3,1424,12488,18260,1.71,,1.57142857,0.63,63,1,0.611111111,3.5,6,0,0.5,3.5,5.5,0,2,2,3.5,3.5,0,3.5,4,6,6,0.99,98.65,1,100,0.98,98.387097,0.6,43.7,0,7.1,0.6,36.6,515.4929577,0,0.5,0.5,0.6,0.6,0,15.5,18.7,39.8,43.7
HFHS_FOS+GOS_C3_L114_P312_M,114,312,3,M,HFHS,FOS+GOS,PND70,27.7,1.82,5.83,0.54,0.62,19.18,6,4.26,522.7,12844.8,3.4,26.4,29.7,73.6,70.4,96.6,1180,1555,1532,201,31,7.5,7.5,14.5,10.4,8.3,6.4,6.1,1040,12140,13870,1.71,1,0.375,0.37,36.84,0.5,0.272727273,6,3.5,2,2,4,1.5,0,3,4,5,6,0,0.5,1.5,2.5,3.5,0.96,96.31,0.92,92.307692,0.97,96.625767,1.3,33.9,0.2,2.4,1.1,31.5,1312.5,0,1,1,1.1,1.3,0,5.5,6.4,32.4,33.9
HFHS_FOS+GOS_C3_L114_P314_M,114,314,3,M,HFHS,FOS+GOS,PND70,28.4,,5.1,1.56,,,4,,369.62,16341.8,4,31.4,20.7,68.6,51.3,96,701,1525,1344,558,34,7.2,7.2,15.3,12.3,9.5,6.8,6,1139,12275,15823,0.92,1,1.125,0.52,52.17,0.5,0.529411765,5.5,6,1.5,1.5,4,4.5,0,2.5,3.5,5,5.5,0,3,3,4.5,6,0.96,96.39,1,100,0.96,96.078431,1.8,48,0,3.9,1.8,44.1,1130.769231,0,1.7,1.7,1.8,1.8,0,20.1,21.8,45.8,48
HFHS_FOS+GOS_C3_L114_P315_M,114,315,3,M,HFHS,FOS+GOS,PND70,28.4,0.68,0.87,0.54,0.45,13.81,10,5.24,429.35,16619.9,2.7,31.2,24.9,68.8,75.1,97.3,1444,1602,1439,238,35,,,12.6,10.7,8.1,6,4.8,966,12306,17564,1.1,0.8,1,0.48,47.62,0.444444444,0.5,5.5,5,2.5,2,3,3,0,0.5,1.5,4,5.5,0,3,4,4,5,0.95,94.91,0.97,97.368421,0.94,94.382022,1.1,20.5,0.1,3.7,1,16.8,454.0540541,0,0.9,0.9,1,1.1,0,5.8,6.6,17.6,20.5
HFHS_1472_C1_L115_P132_M,115,132,1,M,HFHS,1472,PND70,21.8,1.02,1.75,0.19,0.51,43.43,3,2.32,390.75,13660.9,3.3,33.1,25.3,66.9,66.6,96.6,1269,1899,2540,245,12,6.9,6.9,14.2,14.3,10.7,7.4,6.3,1224,12396,17739,2.4,,2,0.71,71,0.8,0.666666667,5,,1,,4,8,0,3,3,4,5,0,5,,,,0.99,99.12,0.94,94.44444,1,99.5215311,0.2,22.5,0.1,1.7,0.1,20.8,1223.529412,0,0,0.1,0.2,0.2,0,10,11.1,21.9,22.5
HFHS_1472_C1_L115_P133_M,115,133,1,M,HFHS,1472,PND70,21.9,1.1,42.83,0.44,0.99,37.17,9,5.06,341.37,21464.3,4.7,32.6,23.6,67.4,58.7,95.3,1340,3235,3667,571,31,6.1,6.1,14.9,8.3,8,8.1,7.1,1046,12314,17139,0.92,1.5,0.8,0.48,48,0.6,0.444444444,6,5.5,1,1.5,5,4,0,4,4,5,6,0,2.5,2.5,4,5.5,1,99.73,0.98,97.56098,1,100,0.1,36.9,0.1,4,0,32.9,822.5,0,0,0.1,0.1,0.1,0,17.3,18.2,33.8,36.9
HFHS_1472_C1_L111_P136_M,111,136,1,M,HFHS,1472,PND70,24.7,1.76,14.32,0.67,0.7,17.63,5,4.2,302.95,16282.1,4.2,31.8,29.7,68.2,78.3,95.8,856,1506,1569,584,18,7.1,7.1,,9.1,8,7,6.4,930,12078,13099,0.57,1,0.5,0.36,36,0.5,0.333333333,7,4,1,1,6,3,0,3,3,6,7,0,2,2,3,4,0.99,98.61,0.98,98.14815,0.99,98.6772487,0.6,42.6,0.1,,0.5,37.3,703.7735849,0,0.3,0.3,0.5,0.6,0,19.1,19.9,38.1,42.6
HFHS_1472_C1_L111_P137_M,111,137,1,M,HFHS,1472,PND70,24.4,,0,1.78,,39.47,10,,323.05,15249.8,4.2,35.8,20.2,64.2,64.6,95.9,653,1263,1340,319,16,9.4,9.4,16.4,12.2,8.5,8,7.3,1196,12068,12718,0.82,0.33333333,1,0.45,45,0.25,0.5,5.5,4.5,1.5,0.5,4,4,0,2,3,5,5.5,0,3.5,3.5,4,4.5,0.98,98.23,1,100,0.97,97.1830986,,,0,0.1,,48.3,,0,,,,,0,17,,,
HFHS_1472_C2_L127_P250_M,127,250,2,M,HFHS,1472,PND70,24.1,0.26,179.57,0.56,0.27,7.91,3,1.34,495.97,15430.3,3.6,37.3,21.3,62.7,75.8,96.4,1018,1709,1738,292,19,8.8,8.8,14.4,11.4,9.8,8.1,7.3,1185,12129,13466,1.27,0.5,1.44444444,0.56,56,0.333333333,0.590909091,5.5,7,1,0.5,4.5,6.5,0,3.5,4,5,5.5,0,3,3.5,7,7,1,99.78,1,100,1,99.771689,0.1,46.1,0,2.4,0.1,43.7,1820.833333,0,0,0,0.1,0.1,0,18.7,19.4,44.4,46.1
HFHS_1472_C2_L127_P251_M,127,251,2,M,HFHS,1472,PND70,24.8,0.24,295.77,1.76,0.27,2.58,3,2.04,150.42,15665.5,2,21.8,41.6,78.2,74.1,98,1144,1514,1602,99,26,7.3,7.3,13.7,11.4,11,8,7.9,1205,12329,16510,3,,2.75,0.75,75,1,0.733333333,2,6,0,0.5,2,5.5,0,2,2,2,,0,3.5,4,6,6,0.97,96.64,,,0.98,98.333333,0.9,25.9,,2.3,0.4,23.6,1026.086957,0,0.4,0.4,0.4,0.9,0,8.9,9.9,24.6,25.9
HFHS_1472_C2_L127_P252_M,127,252,2,M,HFHS,1472,PND70,26.5,0.2,4.47,0.59,0.47,13.48,10,4.98,481.63,13904.6,2.4,25.9,31.4,74.1,75.8,97.6,957,1461,1401,314,24,8,8,15.8,12.5,11,8.3,8.3,1282,12322,16022,0.9,0,1.8,0.47,47,0,0.642857143,5,4.5,2.5,0,2.5,4.5,0,,2,4.5,5,0,3.5,3.5,4.5,4.5,1,100,1,100,1,100,0,38,0,0.4,0,37.6,9400,0,0,0,0,0,0,17,17.4,38,38
HFHS_1472_C4_L116_P438_M,116,438,4,M,HFHS,1472,PND70,24.7,1.56,13.55,0.34,0.56,27.44,6,3.56,510.25,19963,4.4,23.7,32.6,76.3,68.2,95.6,1546,2039,2021,526,27,9.5,9.5,15.7,11.8,10.4,7.2,7,1205,12065,12687,0.64,1,1.8,0.61,61.11,0.5,0.642857143,3.5,5.5,1,1,2.5,4.5,0,2.5,3,3,3.5,0,2,3,5.5,5.5,0.99,99.42,1,100,0.99,99.378882,0.1,17,0,1,0.1,16,1600,0,0.1,0.1,0.1,0.1,0,8.9,9.5,16.6,17
HFHS_1472_C4_L116_P439_M,116,439,4,M,HFHS,1472,PND70,24.3,,,,,,,,,,,,,,,,,,,0,18,9.5,9.5,12.6,9.9,8.9,8.8,7.7,1130,11990,11889,2,0.66666667,0.45454545,0.33,33.33,0.4,0.3125,7,3.5,1.5,1,5.5,2.5,0,3.5,4.5,6.5,7,0,2,3,3.5,3.5,0.99,98.67,0.95,95.454545,0.99,98.924731,0.4,29.7,0.1,2.1,0.3,27.6,1314.285714,0,0.1,0.2,0.4,0.4,0,6.5,7.4,28.5,29.7
HFHS_1472_C5_L130_P506_M,130,506,5,M,HFHS,1472,PND70,24.5,0.28,38.52,0.3,0.26,14.52,3,1.74,291.88,14848.2,2,27,29.7,72.9,72.2,98,1391,2530,2336,184,31,7,7,17.4,17.9,11.4,7.5,5.6,1367,12527,19532,1.1,1,0.88888889,0.48,47.62,0.5,0.470588235,5.5,5,1,1,4.5,4,0,3.5,4,5,5.5,0,1,1.5,4.5,5,0.94,94.06,0.95,95.4545,0.94,93.6708861,0.6,9.5,0.1,2.1,0.5,7.4,352.3809524,0,0.3,0.4,0.6,0.6,0,4.5,5.5,8.4,9.5
HFHS_1472_C5_L130_P507_M,130,507,5,M,HFHS,1472,PND70,25.8,1,40.27,0.79,0.76,16.04,7,5.42,564.12,20377,7.3,32.8,21.8,67.2,52.2,92.6,1115,1924,1765,434,22,6.8,6.8,17.6,10.7,8.3,6.9,5.6,1096,12280,16114,1.2,0.5,1,0.45,45.45,0.333333333,0.5,6,5,2,1,4,4,0,3,4,5,6,0,2,3,5,5,0.95,95.17,1,100,0.94,94.0677966,0.7,13.8,0,2.7,0.7,11.1,411.1111111,0,0.5,0.5,0.7,0.7,0,4,5.2,12.3,13.8
HFHS_1472_C5_L130_P508_M,130,508,5,M,HFHS,1472,PND70,24.6,0.2,489.62,0.4,0.2,8.3,1,1.62,,17246,3.2,31.4,25.9,68.6,63.3,96.8,1206,1753,1537,359,28,7.9,7.9,15.5,11.9,9.6,8.1,7,1196,12248,15133,2,1,0.4,0.33,33.33,0.5,0.285714286,6,3,1,1,5,2,0,3.5,4,5.5,6,0,1,2,3,3,0.96,95.96,1,100,0.95,94.6666667,0.4,9.5,0,2.4,0.4,7.1,295.8333333,0,0.1,0.1,0.4,0.4,0,3.5,4.3,7.9,9.5
