"sex","timepoint","Genus",".y..x","group1","group2","p","p.adj","p.format","p.signif","method",".y..y","effsize","n1","n2","magnitude"
"Female","week 5","Anaerotruncus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",1,1,"1.00000","ns","Wilcoxon","Abundance",0,12,13,"small"
"Female","week 5","Anaerotruncus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000121990975512384,0.21,"0.00012","***","Wilcoxon","Abundance",0.773867817441324,12,13,"large"
"Female","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS Vehicle",0.583360466702703,1,"0.58336","ns","Wilcoxon","Abundance",0.117851130197758,12,12,"small"
"Female","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS FOS+GOS",3.11691053009024e-05,0.057,"3.1e-05","****","Wilcoxon","Abundance",0.856242479657986,12,12,"large"
"Female","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.288844366346485,1,"0.28884","ns","Wilcoxon","Abundance",0.217571317288169,12,13,"small"
"Female","week 10","Anaerotruncus","Abundance","HFHS Vehicle","HFHS FOS+GOS",1.8306736618623e-05,0.034,"1.8e-05","****","Wilcoxon","Abundance",0.880706550505357,12,12,"large"
"Female","week 10","Anaerotruncus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0413771156083874,1,"0.04138","*","Wilcoxon","Abundance",0.41338550284752,12,13,"moderate"
"Female","week 10","Anaerotruncus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000124314564277759,0.22,"0.00012","***","Wilcoxon","Abundance",0.773176692485099,12,13,"large"
"Male","week 5","Anaerotruncus","Abundance","Control Vehicle","HFHS Vehicle",0.430060369141854,1,"0.43006","ns","Wilcoxon","Abundance",0.167037614525204,12,12,"small"
"Male","week 5","Anaerotruncus","Abundance","Control Vehicle","HFHS FOS+GOS",0.157779561280958,1,"0.15778","ns","Wilcoxon","Abundance",0.288281418844562,12,13,"small"
"Male","week 5","Anaerotruncus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.136092758377583,1,"0.13609","ns","Wilcoxon","Abundance",0.310212712689664,12,12,"moderate"
"Male","week 5","Anaerotruncus","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0435685027294419,1,"0.04357","*","Wilcoxon","Abundance",0.409328837197994,12,13,"moderate"
"Male","week 5","Anaerotruncus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.60054666711542,1,"0.60055","ns","Wilcoxon","Abundance",0.112820279655718,12,12,"small"
"Male","week 5","Anaerotruncus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0435685027294419,1,"0.04357","*","Wilcoxon","Abundance",0.409328837197994,13,12,"moderate"
"Male","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS Vehicle",0.311267219800946,1,"0.31127","ns","Wilcoxon","Abundance",0.212594700193157,12,12,"small"
"Male","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS FOS+GOS",0.00643509123155912,1,"0.00644","**","Wilcoxon","Abundance",0.550937714329693,12,13,"large"
"Male","week 10","Anaerotruncus","Abundance","Control Vehicle","HFHS B. longum APC1472",0.172973641554188,1,"0.17297","ns","Wilcoxon","Abundance",0.284080542075597,12,12,"small"
"Male","week 10","Anaerotruncus","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.61024418210117e-05,0.065,"3.6e-05","****","Wilcoxon","Abundance",0.831841448751884,12,13,"large"
"Male","week 10","Anaerotruncus","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.47048642205879,1,"0.47049","ns","Wilcoxon","Abundance",0.153206469257085,12,12,"small"
"Male","week 10","Anaerotruncus","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",7.77732061692726e-05,0.14,"7.8e-05","****","Wilcoxon","Abundance",0.795917183440543,13,12,"large"
"Male","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS Vehicle",0.0995714186980899,1,"0.09957","ns","Wilcoxon","Abundance",0.34218238718713,12,12,"moderate"
"Male","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS FOS+GOS",0.019748554903553,1,"0.01975","*","Wilcoxon","Abundance",0.47278467992332,12,13,"moderate"
"Male","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS B. longum APC1472",0.308337652757649,1,"0.30834","ns","Wilcoxon","Abundance",0.214060619914496,12,12,"small"
"Male","week 5","Anaerovorax","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00192855026884153,1,"0.00193","**","Wilcoxon","Abundance",0.62634470725607,12,13,"large"
"Male","week 5","Anaerovorax","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.813994195312728,1,"0.81399","ns","Wilcoxon","Abundance",0.0540287979769153,12,12,"small"
"Male","week 5","Anaerovorax","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0114686664977268,1,"0.01147","*","Wilcoxon","Abundance",0.512183403250264,13,12,"large"
"Female","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS Vehicle",0.468546375243466,1,"0.46855","ns","Wilcoxon","Abundance",0.153876960290948,12,12,"small"
"Female","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS FOS+GOS",0.0108149070313515,1,"0.01081","*","Wilcoxon","Abundance",0.526658199447227,12,12,"large"
"Female","week 5","Anaerovorax","Abundance","Control Vehicle","HFHS B. longum APC1472",0.0469371132858144,1,"0.04694","*","Wilcoxon","Abundance",0.402816915417182,12,13,"moderate"
"Female","week 5","Anaerovorax","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00338230046403962,1,"0.00338","**","Wilcoxon","Abundance",0.604517912599309,12,12,"large"
"Female","week 5","Anaerovorax","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.723622633521566,1,"0.72362","ns","Wilcoxon","Abundance",0.0761646094997875,12,13,"small"
"Female","week 5","Anaerovorax","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000288676504057039,0.49,"0.00029","***","Wilcoxon","Abundance",0.730671542822601,12,13,"large"
"Male","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS Vehicle",0.862460624890259,1,"0.86246","ns","Wilcoxon","Abundance",0.0412568654280946,12,12,"small"
"Male","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS FOS+GOS",3.54865945107861e-05,0.064,"3.5e-05","****","Wilcoxon","Abundance",0.832876807201149,12,13,"large"
"Male","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS B. longum APC1472",0.322638833282265,1,"0.32264","ns","Wilcoxon","Abundance",0.207826830944743,12,12,"small"
"Male","week 10","Anaerovorax","Abundance","HFHS Vehicle","HFHS FOS+GOS",3.54865945107861e-05,0.064,"3.5e-05","****","Wilcoxon","Abundance",0.832876807201149,12,13,"large"
"Male","week 10","Anaerovorax","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.200563899175536,1,"0.20056","ns","Wilcoxon","Abundance",0.267205925500384,12,12,"small"
"Male","week 10","Anaerovorax","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00525872251560709,1,"0.00526","**","Wilcoxon","Abundance",0.564715034352855,13,12,"large"
"Female","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS Vehicle",0.620935566283211,1,"0.62094","ns","Wilcoxon","Abundance",0.106882370200153,12,12,"small"
"Female","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS FOS+GOS",0.000125308727883931,0.22,"0.00013","***","Wilcoxon","Abundance",0.789497456020177,12,12,"large"
"Female","week 10","Anaerovorax","Abundance","Control Vehicle","HFHS B. longum APC1472",0.335901896320894,1,"0.33590","ns","Wilcoxon","Abundance",0.197957641596563,12,13,"small"
"Female","week 10","Anaerovorax","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00108433256167357,1,"0.00108","**","Wilcoxon","Abundance",0.674033372804582,12,12,"large"
"Female","week 10","Anaerovorax","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.302857496022514,1,"0.30286","ns","Wilcoxon","Abundance",0.211634311693204,12,13,"small"
"Female","week 10","Anaerovorax","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00181425565668135,1,"0.00181","**","Wilcoxon","Abundance",0.630379573231094,12,13,"large"
"Female","week 10","Asaccharospora","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Asaccharospora","Abundance","Control Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 10","Asaccharospora","Abundance","Control Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Male","week 10","Asaccharospora","Abundance","Control Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Asaccharospora","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.166224591128354,1,"0.16622","ns","Wilcoxon","Abundance",0.294883912309794,12,12,"small"
"Male","week 10","Asaccharospora","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.148589452248933,1,"0.14859","ns","Wilcoxon","Abundance",0.300462606288666,13,12,"moderate"
"Female","week 5","Asaccharospora","Abundance","Control Vehicle","HFHS Vehicle",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Asaccharospora","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.359317338329571,1,"0.35932","ns","Wilcoxon","Abundance",0.204124145231932,12,12,"small"
"Female","week 5","Asaccharospora","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.336668367610039,1,"0.33667","ns","Wilcoxon","Abundance",0.208166599946613,12,13,"small"
"Female","week 10","Bacteroides","Abundance","Control Vehicle","HFHS Vehicle",0.214493807783517,1,"0.21449","ns","Wilcoxon","Abundance",0.259272486435068,12,12,"small"
"Female","week 10","Bacteroides","Abundance","Control Vehicle","HFHS FOS+GOS",0.0530979572855834,1,"0.05310","ns","Wilcoxon","Abundance",0.400693842672377,12,12,"moderate"
"Female","week 10","Bacteroides","Abundance","Control Vehicle","HFHS B. longum APC1472",0.64383820081329,1,"0.64384","ns","Wilcoxon","Abundance",0.0979070927796758,12,13,"small"
"Female","week 10","Bacteroides","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00135394144309263,1,"0.00135","**","Wilcoxon","Abundance",0.659966329107444,12,12,"large"
"Female","week 10","Bacteroides","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.764817539583927,1,"0.76482","ns","Wilcoxon","Abundance",0.0652713951864505,12,13,"small"
"Female","week 10","Bacteroides","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0770998717435418,1,"0.07710","ns","Wilcoxon","Abundance",0.358992673525478,12,13,"moderate"
"Male","week 10","Bacteroides","Abundance","Control Vehicle","HFHS Vehicle",0.0404041195882237,1,"0.04040","*","Wilcoxon","Abundance",0.424264068711929,12,12,"moderate"
"Male","week 10","Bacteroides","Abundance","Control Vehicle","HFHS FOS+GOS",0.806636280193047,1,"0.80664","ns","Wilcoxon","Abundance",0.0543928293220421,12,13,"small"
"Male","week 10","Bacteroides","Abundance","Control Vehicle","HFHS B. longum APC1472",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Male","week 10","Bacteroides","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0413771156083874,1,"0.04138","*","Wilcoxon","Abundance",0.41338550284752,12,13,"moderate"
"Male","week 10","Bacteroides","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.236584093321876,1,"0.23658","ns","Wilcoxon","Abundance",0.247487373415292,12,12,"small"
"Male","week 10","Bacteroides","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.341160626670575,1,"0.34116","ns","Wilcoxon","Abundance",0.195814185559352,13,12,"small"
"Male","week 5","Bacteroides","Abundance","Control Vehicle","HFHS Vehicle",0.370844333304221,1,"0.37084","ns","Wilcoxon","Abundance",0.188561808316413,12,12,"small"
"Male","week 5","Bacteroides","Abundance","Control Vehicle","HFHS FOS+GOS",0.430289691645685,1,"0.43029","ns","Wilcoxon","Abundance",0.163178487966126,12,13,"small"
"Male","week 5","Bacteroides","Abundance","Control Vehicle","HFHS B. longum APC1472",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Male","week 5","Bacteroides","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.121094567038586,1,"0.12109","ns","Wilcoxon","Abundance",0.315478410067844,12,13,"moderate"
"Male","week 5","Bacteroides","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.340778613562955,1,"0.34078","ns","Wilcoxon","Abundance",0.200346921336189,12,12,"small"
"Male","week 5","Bacteroides","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.314286985518924,1,"0.31429","ns","Wilcoxon","Abundance",0.20669275142376,13,12,"small"
"Female","week 5","Bacteroides","Abundance","Control Vehicle","HFHS Vehicle",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Female","week 5","Bacteroides","Abundance","Control Vehicle","HFHS FOS+GOS",0.0463865932813986,1,"0.04639","*","Wilcoxon","Abundance",0.412478955692153,12,12,"moderate"
"Female","week 5","Bacteroides","Abundance","Control Vehicle","HFHS B. longum APC1472",0.20116781630321,1,"0.20117","ns","Wilcoxon","Abundance",0.261085580745802,12,13,"small"
"Female","week 5","Bacteroides","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.0303828219765775,1,"0.03038","*","Wilcoxon","Abundance",0.44783429475148,12,12,"moderate"
"Female","week 5","Bacteroides","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.121094567038586,1,"0.12109","ns","Wilcoxon","Abundance",0.315478410067844,12,13,"moderate"
"Female","week 5","Bacteroides","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.264827710046756,1,"0.26483","ns","Wilcoxon","Abundance",0.228449883152577,12,13,"small"
"Male","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS Vehicle",2.92477541231384e-05,0.053,"2.9e-05","****","Wilcoxon","Abundance",0.859050588986762,12,12,"large"
"Male","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS FOS+GOS",0.20116781630321,1,"0.20117","ns","Wilcoxon","Abundance",0.261085580745802,12,13,"small"
"Male","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS B. longum APC1472",3.6584553538971e-05,0.066,"3.7e-05","****","Wilcoxon","Abundance",0.848528137423857,12,12,"large"
"Male","week 5","Bifidobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.59241531758704e-05,0.047,"2.6e-05","****","Wilcoxon","Abundance",0.846818800163073,12,13,"large"
"Male","week 5","Bifidobacterium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.000627633492804342,1,"0.00063","***","Wilcoxon","Abundance",0.70394423264193,12,12,"large"
"Male","week 5","Bifidobacterium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",3.16785710013428e-05,0.057,"3.2e-05","****","Wilcoxon","Abundance",0.837649571559449,13,12,"large"
"Female","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS Vehicle",0.112351197690464,1,"0.11235","ns","Wilcoxon","Abundance",0.329983164553722,12,12,"moderate"
"Female","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS FOS+GOS",0.00165203945623417,1,"0.00165","**","Wilcoxon","Abundance",0.648181216087669,12,12,"large"
"Female","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.64383820081329,1,"0.64384","ns","Wilcoxon","Abundance",0.0979070927796758,12,13,"small"
"Female","week 10","Bifidobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000308044705627747,0.52,"0.00031","***","Wilcoxon","Abundance",0.742462120245875,12,12,"large"
"Female","week 10","Bifidobacterium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0276011217404837,1,"0.02760","*","Wilcoxon","Abundance",0.446021200440745,12,13,"moderate"
"Female","week 10","Bifidobacterium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.000450916626112914,0.75,"0.00045","***","Wilcoxon","Abundance",0.707106781186548,12,13,"large"
"Male","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS Vehicle",0.0303467893868292,1,"0.03035","*","Wilcoxon","Abundance",0.447931681790742,12,12,"moderate"
"Male","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS FOS+GOS",0.182655120585445,1,"0.18266","ns","Wilcoxon","Abundance",0.271964146610211,12,13,"small"
"Male","week 10","Bifidobacterium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00725995498819057,1,"0.00726","**","Wilcoxon","Abundance",0.553900311929462,12,12,"large"
"Male","week 10","Bifidobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.00211360968540401,1,"0.00211","**","Wilcoxon","Abundance",0.62019753449827,12,13,"large"
"Male","week 10","Bifidobacterium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.750779496851824,1,"0.75078","ns","Wilcoxon","Abundance",0.0707260550195908,12,12,"small"
"Male","week 10","Bifidobacterium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",2.49286946474741e-05,0.046,"2.5e-05","****","Wilcoxon","Abundance",0.848528137423857,13,12,"large"
"Female","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS Vehicle",2.23371780734926e-05,0.041,"2.2e-05","****","Wilcoxon","Abundance",0.87156929014447,12,12,"large"
"Female","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS FOS+GOS",0.402503823782004,1,"0.40250","ns","Wilcoxon","Abundance",0.176776695296637,12,12,"small"
"Female","week 5","Bifidobacterium","Abundance","Control Vehicle","HFHS B. longum APC1472",0.00211780152582867,1,"0.00212","**","Wilcoxon","Abundance",0.62007825427128,12,13,"large"
"Female","week 5","Bifidobacterium","Abundance","HFHS Vehicle","HFHS FOS+GOS",2.23371780734926e-05,0.041,"2.2e-05","****","Wilcoxon","Abundance",0.87156929014447,12,12,"large"
"Female","week 5","Bifidobacterium","Abundance","HFHS Vehicle","HFHS B. longum APC1472",2.0394009979424e-05,0.038,"2.0e-05","****","Wilcoxon","Abundance",0.857675894756667,12,13,"large"
"Female","week 5","Bifidobacterium","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.0012105893579225,1,"0.00121","**","Wilcoxon","Abundance",0.652713951864505,12,13,"large"
"Female","week 10","Bilophila","Abundance","Control Vehicle","HFHS Vehicle",0.885233914473202,1,"0.88523","ns","Wilcoxon","Abundance",0.0353553390593274,12,12,"small"
"Female","week 10","Bilophila","Abundance","Control Vehicle","HFHS FOS+GOS",0.000246206232822773,0.42,"0.00025","***","Wilcoxon","Abundance",0.754247233265651,12,12,"large"
"Female","week 10","Bilophila","Abundance","Control Vehicle","HFHS B. longum APC1472",0.108584401614275,1,"0.10858","ns","Wilcoxon","Abundance",0.326356975932253,12,13,"moderate"
"Female","week 10","Bilophila","Abundance","HFHS Vehicle","HFHS FOS+GOS",0.000308044705627747,0.52,"0.00031","***","Wilcoxon","Abundance",0.742462120245875,12,12,"large"
"Female","week 10","Bilophila","Abundance","HFHS Vehicle","HFHS B. longum APC1472",0.0684307449447984,1,"0.06843","ns","Wilcoxon","Abundance",0.369871239389886,12,13,"moderate"
"Female","week 10","Bilophila","Abundance","HFHS FOS+GOS","HFHS B. longum APC1472",0.00253776305573523,1,"0.00254","**","Wilcoxon","Abundance",0.609199688406872,12,13,"large"
"Female","week 5","Bilophila","Abundance","Control Vehicle","HFHS Vehicle",0.0165749267498533,1,"0.01657","*","Wilcoxon","Abundance",0.494974746830583,12,12,"moderate"
